,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
52,TRANSPOSE,439,100352.0,0.0,0.0,0.0,0.0,0.005781362,-128,transpose_67,1.47424731,0.0
83,TRANSPOSE,563,65536.0,0.0,0.0,0.0,0.0,0.00537742,-128,transpose_108,1.3712421,0.0
82,PAD,559,65536.0,0.0,0.0,0.0,0.0,0.00537742,-128,Pad_11,1.3712421,0.0
81,TRANSPOSE,555,50176.0,0.0,0.0,0.0,0.0,0.00537742,-128,transpose_106,1.3712421,0.0
76,TRANSPOSE,535,65536.0,0.0,0.0,0.0,0.0,0.005402481,-128,transpose_99,1.377632655,0.0
75,PAD,531,65536.0,0.0,0.0,0.0,0.0,0.005402481,-128,Pad_10,1.377632655,0.0
74,TRANSPOSE,527,50176.0,0.0,0.0,0.0,0.0,0.005402481,-128,transpose_97,1.377632655,0.0
69,TRANSPOSE,507,65536.0,0.0,0.0,0.0,0.0,0.00991449,-128,transpose_90,2.52819495,0.0
68,PAD,503,65536.0,0.0,0.0,0.0,0.0,0.00991449,-128,Pad_9,2.52819495,0.0
5,TRANSPOSE,251,802816.0,0.0,0.0,0.0,0.0,0.01873804,-128,transpose_3,4.778200200000001,0.0
1,TRANSPOSE,235,158700.0,0.0,0.0,0.0,0.0,0.018658448,-14,transpose_1,4.75790424,0.0
61,TRANSPOSE,475,230400.0,0.0,0.0,0.0,0.0,0.0116673475,-128,transpose_78,2.9751736125,0.0
60,PAD,471,230400.0,0.0,0.0,0.0,0.0,0.0116673475,-128,Pad_8,2.9751736125,0.0
59,TRANSPOSE,467,200704.0,0.0,0.0,0.0,0.0,0.0116673475,-128,transpose_76,2.9751736125,0.0
54,TRANSPOSE,447,115200.0,0.0,0.0,0.0,0.0,0.005781362,-128,transpose_69,1.47424731,0.0
53,PAD,443,115200.0,0.0,0.0,0.0,0.0,0.005781362,-128,Pad_7,1.47424731,0.0
67,TRANSPOSE,499,50176.0,0.0,0.0,0.0,0.0,0.00991449,-128,transpose_88,2.52819495,0.0
